2000-01-01 00:00:00,20.000
2000-01-01 00:10:00,20.040
2000-01-01 00:20:00,20.081
2000-01-01 00:30:00,20.121
2000-01-01 00:40:00,20.161
2000-01-01 00:50:00,20.201
2000-01-01 01:00:00,20.241
2000-01-01 01:10:00,20.281
2000-01-01 01:20:00,20.320
2000-01-01 01:30:00,20.359
2000-01-01 01:40:00,20.397
2000-01-01 01:50:00,20.434
2000-01-01 02:00:00,20.471
2000-01-01 02:10:00,20.508
2000-01-01 02:20:00,20.543
2000-01-01 02:30:00,20.578
2000-01-01 02:40:00,20.612
2000-01-01 02:50:00,20.645
2000-01-01 03:00:00,20.677
2000-01-01 03:10:00,20.708
2000-01-01 03:20:00,20.738
2000-01-01 03:30:00,20.767
2000-01-01 03:40:00,20.794
2000-01-01 03:50:00,20.821
2000-01-01 04:00:00,20.846
2000-01-01 04:10:00,20.869
2000-01-01 04:20:00,20.892
2000-01-01 04:30:00,20.913
2000-01-01 04:40:00,20.932
2000-01-01 04:50:00,20.950
2000-01-01 05:00:00,20.967
2000-01-01 05:10:00,20.982
2000-01-01 05:20:00,20.995
2000-01-01 05:30:00,21.007
2000-01-01 05:40:00,21.017
2000-01-01 05:50:00,21.026
2000-01-01 06:00:00,21.033
2000-01-01 06:10:00,21.038
2000-01-01 06:20:00,21.041
2000-01-01 06:30:00,21.043
2000-01-01 06:40:00,21.043
2000-01-01 06:50:00,21.042
2000-01-01 07:00:00,21.039
2000-01-01 07:10:00,21.034
2000-01-01 07:20:00,21.027
2000-01-01 07:30:00,21.019
2000-01-01 07:40:00,21.009
2000-01-01 07:50:00,20.997
2000-01-01 08:00:00,20.984
2000-01-01 08:10:00,20.969
2000-01-01 08:20:00,20.952
2000-01-01 08:30:00,20.934
2000-01-01 08:40:00,20.914
2000-01-01 08:50:00,20.893
2000-01-01 09:00:00,20.870
2000-01-01 09:10:00,20.846
2000-01-01 09:20:00,20.820
2000-01-01 09:30:00,20.793
2000-01-01 09:40:00,20.765
2000-01-01 09:50:00,20.735
2000-01-01 10:00:00,20.704
2000-01-01 10:10:00,20.672
2000-01-01 10:20:00,20.639
2000-01-01 10:30:00,20.604
2000-01-01 10:40:00,20.569
2000-01-01 10:50:00,20.532
2000-01-01 11:00:00,20.495
2000-01-01 11:10:00,20.457
2000-01-01 11:20:00,20.418
2000-01-01 11:30:00,20.378
2000-01-01 11:40:00,20.337
2000-01-01 11:50:00,20.296
2000-01-01 12:00:00,20.254
2000-01-01 12:10:00,20.212
2000-01-01 12:20:00,20.170
2000-01-01 12:30:00,20.127
2000-01-01 12:40:00,20.083
2000-01-01 12:50:00,20.040
2000-01-01 13:00:00,19.996
2000-01-01 13:10:00,19.952
2000-01-01 13:20:00,19.909
2000-01-01 13:30:00,19.865
2000-01-01 13:40:00,19.822
2000-01-01 13:50:00,19.778
2000-01-01 14:00:00,19.735
2000-01-01 14:10:00,19.693
2000-01-01 14:20:00,19.650
2000-01-01 14:30:00,19.609
2000-01-01 14:40:00,19.568
2000-01-01 14:50:00,19.527
2000-01-01 15:00:00,19.487
2000-01-01 15:10:00,19.448
2000-01-01 15:20:00,19.410
2000-01-01 15:30:00,19.373
2000-01-01 15:40:00,19.336
2000-01-01 15:50:00,19.301
2000-01-01 16:00:00,19.267
2000-01-01 16:10:00,19.234
2000-01-01 16:20:00,19.202
2000-01-01 16:30:00,19.171
2000-01-01 16:40:00,19.142
2000-01-01 16:50:00,19.114
2000-01-01 17:00:00,19.087
2000-01-01 17:10:00,19.062
